b'The Democrats\xe2\x80\x99 Gentrification Problem',The New York Times,Op-Ed,https://www.nytimes.com/2018/04/19/opinion/democrats-gentrification-cities-voters.html,2380
b'$11 Million a Year for a Law Partner? Bidding War Grows at Top-Tier Firms',The New York Times,News,https://www.nytimes.com/2018/04/26/business/cravath-kirkland-ellis-partner-poaching.html,1406
"b'Punishing Wells Fargo: Just Deserts, or Beating a Dead Horse?'",The New York Times,News,https://www.nytimes.com/2018/04/19/business/punishing-wells-fargo.html,1219
b'Robert B. Reich\xe2\x80\x99s Recipe for a Just Society',The New York Times,Review,https://www.nytimes.com/2018/04/02/books/review/robert-reich-common-good.html,1252
b'Trevor Noah Hammers Congress for Dependence on Facebook\xe2\x80\x99s Cash',The New York Times,News,https://www.nytimes.com/2018/04/13/arts/television/trevor-noah-congress-facebook-regulation.html,735
b'Global Elites to Hash Out #MeToo Sexual Misconduct Issues at Milken Conference',Reuters,News,https://www.nytimes.com/reuters/2018/04/29/business/29reuters-milken-conference.html,683
"b'Bulging Debt May Spell Trouble for Energy, Telecom and Retail'",The New York Times,News,https://www.nytimes.com/2018/04/13/business/bulging-debt-may-spell-trouble-for-energy-telecom-and-retail.html,998
"b'Nasdaq Open to Cryptocurrency Exchange in Future, Says CEO'",Reuters,News,https://www.nytimes.com/reuters/2018/04/25/business/25reuters-nasdaq-results.html,390
b'Nintendo Switches President After Forecasting Best Annual Profit in Nine Years',Reuters,News,https://www.nytimes.com/reuters/2018/04/26/technology/26reuters-nintendo-results.html,524
b'Is Trump Serious About Trade War? China\xe2\x80\x99s Leaders Hunt for Answers',The New York Times,News,https://www.nytimes.com/2018/04/12/world/asia/china-trade-war-trump.html,1664
